避難場所_名称,地方公共団体コード,都道府県,指定区市町村名,住所,緯度,経度
美堀広場,132071,東京都,昭島市,"東京都昭島市美堀町3-2,3",35.725028,139.356930
上ノ台公園,132071,東京都,昭島市,東京都昭島市大神町2-4,35.705708,139.356268
緑ヶ丘公園,132071,東京都,昭島市,東京都昭島市緑町1-21,35.713221,139.351071
拝島自然公園,132071,東京都,昭島市,東京都昭島市拝島町4-22,35.696792,139.342036
都営拝島町三丁目アパート,132071,東京都,昭島市,"東京都昭島市拝島町3-9,10,11,12,17",35.711816,139.335132
水鳥公園,132071,東京都,昭島市,東京都昭島市拝島町5-14,35.712074,139.332976
クリーンセンター,132071,東京都,昭島市,東京都昭島市郷地町3-3,35.692416,139.386890
子育てひろば　ほりむこう,132071,東京都,昭島市,東京都昭島市美堀町2-6-11,35.723031,139.363719
なしの木保育園,132071,東京都,昭島市,東京都昭島市上川原町1-23-1,35.706150,139.361084
エコパーク,132071,東京都,昭島市,"東京都昭島市美堀町3-14,15,16",35.722597,139.353203
共成小学校,132071,東京都,昭島市,東京都昭島市郷地町2-6-1,35.697390,139.383176
富士見丘小学校,132071,東京都,昭島市,東京都昭島市福島町890,35.708225,139.382404
武蔵野小学校,132071,東京都,昭島市,東京都昭島市武蔵野2-3-1,35.719657,139.379721
玉川小学校,132071,東京都,昭島市,東京都昭島市福島町2-8-1,35.701145,139.378771
中神小学校,132071,東京都,昭島市,東京都昭島市朝日町5-8-5,35.706122,139.372108
つつじヶ丘小学校,132071,東京都,昭島市,東京都昭島市つつじが丘2-1-30,35.716941,139.371063
光華小学校,132071,東京都,昭島市,東京都昭島市昭和町4-5-13,35.710247,139.364375
成隣小学校,132071,東京都,昭島市,東京都昭島市大神町4-4-1,35.698862,139.361251
田中小学校,132071,東京都,昭島市,東京都昭島市田中町3-4-1,35.700450,139.353265
拝島第一小学校,132071,東京都,昭島市,東京都昭島市拝島町1-14-14,35.706480,139.344346
拝島第二小学校,132071,東京都,昭島市,東京都昭島市拝島町3927-2,35.720290,139.355589
拝島第三小学校,132071,東京都,昭島市,東京都昭島市松原町3-12-15,35.716676,139.344224
旧拝島第四小学校,132071,東京都,昭島市,東京都昭島市拝島町5-6-30,35.705955,139.338969
福島中学校,132071,東京都,昭島市,東京都昭島市福島町3-20-1,35.695424,139.377066
瑞雲中学校,132071,東京都,昭島市,東京都昭島市つつじが丘2-2-6,35.715410,139.370763
清泉中学校,132071,東京都,昭島市,東京都昭島市宮沢町1-9-1,35.706853,139.365006
拝島中学校,132071,東京都,昭島市,東京都昭島市緑町2-2-12,35.712452,139.350001
多摩辺中学校,132071,東京都,昭島市,東京都昭島市拝島町4-6-30,35.702739,139.346016
学校法人啓明学園,132071,東京都,昭島市,東京都昭島市拝島町5-11-15,35.709018,139.336716
都立拝島高等学校,132071,東京都,昭島市,東京都昭島市拝島町4-13-1,35.703861,139.343316
市民会館・公民館,132071,東京都,昭島市,東京都昭島市つつじが丘3-7-7,35.713519,139.366161
つつじが丘公園,132071,東京都,昭島市,東京都昭島市つつじが丘3-1,35.714027,139.370628
調布基地跡地運動広場及び大沢総合グラウンド一部,132080,東京都,調布市,東京都調布市西町,35.667289,139.526657
都立神代植物公園及び自由広場,132080,東京都,調布市,東京都調布市深大寺元町5-31-10,35.670674,139.549258
多摩川河川敷（第１区）周辺（府中市境～多摩川原橋）,132080,東京都,調布市,東京都調布市多摩川2-7,35.645787,139.525303
多摩川河川敷（第２区）周辺（多摩川原橋～二ヶ領堰）,132080,東京都,調布市,東京都調布市多摩川5-32,35.641002,139.536767
多摩川河川敷（第３区）周辺（二ヶ領堰～狛江市境）,132080,東京都,調布市,東京都調布市染地2-51,35.636879,139.553921
市立調和小学校周辺,132080,東京都,調布市,東京都調布市菊野台3-27-4,35.651347,139.574019
市立神代中・上ノ原小学校周辺,132080,東京都,調布市,東京都調布市佐須町5-26-1,35.662022,139.561647
市立緑ヶ丘小学校周辺,132080,東京都,調布市,東京都調布市緑ヶ丘2-16-1,35.669687,139.584746
NTT中央研修センター,132080,東京都,調布市,東京都調布市入間町1-44,35.651585,139.587933
市立第４中・若葉小学校周辺,132080,東京都,調布市,東京都調布市若葉町3-15-1,35.653661,139.583353
町田第二小学校,132098,東京都,町田市,東京都町田市原町田4-26-40,35.545588,139.453150
町田第一小学校,132098,東京都,町田市,東京都町田市中町1-20-30,35.548044,139.446366
町田第一中学校,132098,東京都,町田市,東京都町田市中町1-27-5,35.550521,139.446409
都立町田高校,132098,東京都,町田市,東京都町田市中町4-25-3,35.553200,139.449009
町田第四小学校,132098,東京都,町田市,東京都町田市森野2-21-28,35.549786,139.438534
本町田小学校,132098,東京都,町田市,東京都町田市本町田2032,35.563152,139.437009
町田第三小学校,132098,東京都,町田市,東京都町田市本町田1212,35.564040,139.446109
本町田東小学校,132098,東京都,町田市,東京都町田市本町田3350,35.569547,139.444282
町田第三中学校,132098,東京都,町田市,東京都町田市本町田1853,35.561191,139.432330
町田第五小学校,132098,東京都,町田市,東京都町田市玉川学園4-14-7,35.564958,139.456861
町田第六小学校,132098,東京都,町田市,東京都町田市南大谷1260,35.548920,139.460372
南大谷小学校,132098,東京都,町田市,東京都町田市南大谷811-1,35.552108,139.463343
町田第二中学校,132098,東京都,町田市,東京都町田市南大谷1327,35.549232,139.455125
南大谷中学校,132098,東京都,町田市,東京都町田市南大谷985-1,35.550996,139.463615
南第一小学校,132098,東京都,町田市,東京都町田市南町田1-10-1,35.521560,139.468207
鶴間小学校,132098,東京都,町田市,東京都町田市鶴間4-17-1,35.505037,139.469170
都立小川高校,132098,東京都,町田市,東京都町田市小川2-1002-1,35.532331,139.469339
小川小学校,132098,東京都,町田市,東京都町田市小川3-10-1,35.527390,139.470949
南第三小学校,132098,東京都,町田市,東京都町田市金森東1-2-1,35.536485,139.457538
南第四小学校,132098,東京都,町田市,東京都町田市金森東3-21-1,35.532631,139.466557
南中学校,132098,東京都,町田市,東京都町田市金森3-27-1,35.526622,139.462549
南つくし野小学校,132098,東京都,町田市,東京都町田市南つくし野2-4-8,35.515730,139.476041
つくし野中学校,132098,東京都,町田市,東京都町田市南つくし野2-14-2,35.518615,139.477117
つくし野小学校,132098,東京都,町田市,東京都町田市つくし野2-21-11,35.525463,139.482027
南第二小学校,132098,東京都,町田市,東京都町田市成瀬7-11-1,35.538933,139.478328
都立成瀬高校,132098,東京都,町田市,東京都町田市成瀬7-4-1,35.542289,139.475061
南成瀬小学校,132098,東京都,町田市,東京都町田市南成瀬3-6,35.540012,139.470340
南成瀬中学校,132098,東京都,町田市,東京都町田市南成瀬7-7-1,35.533513,139.481557
高ヶ坂小学校,132098,東京都,町田市,東京都町田市高ヶ坂6-7-1,35.541325,139.462722
成瀬中央小学校,132098,東京都,町田市,東京都町田市成瀬2-8,35.546823,139.476967
成瀬台小学校,132098,東京都,町田市,東京都町田市成瀬台2-5-2,35.550549,139.478015
成瀬台中学校,132098,東京都,町田市,東京都町田市成瀬台2-5-1,35.550398,139.476923
鶴川第四小学校,132098,東京都,町田市,東京都町田市鶴川3-22,35.592960,139.463141
真光寺中学校,132098,東京都,町田市,東京都町田市真光寺3-8-1,35.597774,139.465069
鶴川第二中学校,132098,東京都,町田市,東京都町田市鶴川6-4,35.589897,139.475076
鶴川第三小学校,132098,東京都,町田市,東京都町田市鶴川6-5,35.590545,139.473519
藤の台小学校,132098,東京都,町田市,東京都町田市金井町3040-15,35.572869,139.451336
薬師中学校,132098,東京都,町田市,東京都町田市金井1-20-1,35.575581,139.449866
金井小学校,132098,東京都,町田市,東京都町田市金井町2612-183,35.569918,139.458351
鶴川第一小学校,132098,東京都,町田市,東京都町田市野津田町1290,35.590577,139.457398
野津田高等学校,132098,東京都,町田市,東京都町田市野津田町2001,35.589722,139.435297
市立陸上競技場,132098,東京都,町田市,東京都町田市野津田町2035,35.591909,139.438623
鶴川中学校,132098,東京都,町田市,東京都町田市小野路町1905-1,35.594267,139.453555
大蔵小学校,132098,東京都,町田市,東京都町田市大蔵町286,35.586766,139.468582
鶴川第二小学校,132098,東京都,町田市,東京都町田市能ヶ谷7-24-1,35.591532,139.481507
三輪小学校,132098,東京都,町田市,東京都町田市三輪町330-1,35.578055,139.496799
金井中学校,132098,東京都,町田市,東京都町田市金井6-15-1,35.576331,139.462770
忠生第三小学校,132098,東京都,町田市,東京都町田市木曽東3-11-3,35.563117,139.425572
教育センター,132098,東京都,町田市,東京都町田市木曽東3-1-3,35.559654,139.424538
木曽境川小学校,132098,東京都,町田市,東京都町田市木曽西1-9-1,35.564869,139.415955
都立町田総合高校,132098,東京都,町田市,東京都町田市木曽西3-5-1,35.570356,139.416787
木曽中学校,132098,東京都,町田市,東京都町田市木曽西2-4-9,35.568412,139.413489
七国山小学校,132098,東京都,町田市,東京都町田市山崎町1314-2,35.576198,139.435015
山崎中学校,132098,東京都,町田市,東京都町田市山崎町1445,35.577289,139.432325
都立山崎高校,132098,東京都,町田市,東京都町田市山崎町1453-1,35.577261,139.433443
忠生小学校,132098,東京都,町田市,東京都町田市忠生3-10-2,35.578845,139.417173
山崎小学校,132098,東京都,町田市,東京都町田市忠生2-15-26,35.575790,139.424848
忠生中学校,132098,東京都,町田市,東京都町田市忠生3-14-1,35.577485,139.415116
小山田小学校,132098,東京都,町田市,東京都町田市上小山田町614,35.597467,139.405570
小山田南小学校,132098,東京都,町田市,東京都町田市小山田桜台2-7,35.588411,139.400740
小山田中学校,132098,東京都,町田市,東京都町田市小山田桜台1-12,35.587347,139.404040
都立町田工業高校,132098,東京都,町田市,東京都町田市忠生1-20-2,35.575788,139.422383
図師小学校,132098,東京都,町田市,東京都町田市図師町239-19,35.584457,139.417380
小山小学校,132098,東京都,町田市,東京都町田市小山町944,35.592284,139.378063
堺中学校,132098,東京都,町田市,東京都町田市相原町752,35.604824,139.336743
相原小学校,132098,東京都,町田市,東京都町田市相原町1673,35.606256,139.323560
ゆくのき学園（大戸小学校）,132098,東京都,町田市,東京都町田市相原町3765-3,35.609345,139.302978
ゆくのき学園（武蔵岡中学校）,132098,東京都,町田市,東京都町田市相原町3865,35.608905,139.304618
小山中央小学校,132098,東京都,町田市,東京都町田市小山ヶ丘3-7-1,35.602093,139.373273
小山ヶ丘小学校,132098,東京都,町田市,東京都町田市小山ヶ丘5-37,35.605161,139.354652
小山中学校,132098,東京都,町田市,東京都町田市小山ヶ丘1-2-4,35.595255,139.385958
芹ケ谷公園,132098,東京都,町田市,東京都町田市原町田5-1679,35.541490,139.448487
町田・木曽森野防災市民いこいの広場,132098,東京都,町田市,東京都町田市森野4-8,35.554611,139.432927
藤の台球場,132098,東京都,町田市,東京都町田市本町田3486,35.569968,139.447817
町田中央公園,132098,東京都,町田市,東京都町田市旭町3-20-60,35.556361,139.446593
玉川学園大グラウンド,132098,東京都,町田市,東京都町田市玉川学園6-1-1,35.569369,139.467466
三井住友海上玉川研修所グラウンド,132098,東京都,町田市,東京都町田市南大谷703-1,35.555775,139.466066
鶴間公園,132098,東京都,町田市,東京都町田市鶴間3-1-1,35.509022,139.468190
金森わさび田児童公園,132098,東京都,町田市,東京都町田市金森東3-17,35.530107,139.465031
町田・金森防災市民いこいの広場,132098,東京都,町田市,東京都町田市金森7-18,35.531511,139.455279
南つくし野こうま公園,132098,東京都,町田市,東京都町田市南つくし野2-30-1,35.515337,139.480517
つくし野セントラルパーク,132098,東京都,町田市,東京都町田市つくし野3-19,35.521174,139.482009
南成瀬中央公園,132098,東京都,町田市,東京都町田市南成瀬1-10,35.537853,139.472872
成瀬台公園,132098,東京都,町田市,東京都町田市成瀬台3-7,35.554999,139.477633
昭和薬科大学多目的グラウンド,132098,東京都,町田市,東京都町田市東玉川学園3-3165,35.553162,139.470080
鶴川中央公園,132098,東京都,町田市,東京都町田市鶴川6-6,35.590978,139.471860
ゆうき山公園,132098,東京都,町田市,東京都町田市金井町2882-2,35.570583,139.457018
野津田公園,132098,東京都,町田市,東京都町田市野津田町2035,35.591909,139.438623
国士舘楓の杜キャンパス,132098,東京都,町田市,東京都町田市野津田町3101,35.582947,139.450503
薬師池公園,132098,東京都,町田市,東京都町田市野津田町3270,35.577714,139.447514
乗馬クラブクレイン東京,132098,東京都,町田市,東京都町田市真光寺町1227,35.599107,139.460674
和光中・高等学校々庭,132098,東京都,町田市,東京都町田市真光寺町1291,35.597440,139.458579
国士舘大学グラウンド,132098,東京都,町田市,東京都町田市広袴1-1-1,35.594866,139.463843
能ケ谷平和第二児童公園,132098,東京都,町田市,東京都町田市能ヶ谷7-1598-225,35.588768,139.481165
明泉学園鶴川高等学校々庭,132098,東京都,町田市,東京都町田市三輪町122,35.581807,139.495294
明泉学園鶴川女子短期大学グラウンド,132098,東京都,町田市,東京都町田市三輪町1135,35.570843,139.495103
三輪中央公園,132098,東京都,町田市,東京都町田市三輪緑山3-21,35.574320,139.488489
（旧）忠生第六小学校,132098,東京都,町田市,東京都町田市山崎町1298-1,35.575428,139.435554
山崎自然公園,132098,東京都,町田市,東京都町田市山崎町1563,35.574813,139.432252
忠生公園,132098,東京都,町田市,東京都町田市忠生1-3-1,35.572822,139.422442
桜美林学園グラウンド,132098,東京都,町田市,東京都町田市常盤町3758,35.581677,139.405959
日本大学第三学園グラウンド,132098,東京都,町田市,東京都町田市図師町2375,35.581335,139.418614
サレジオ工業高等専門学校グラウンド,132098,東京都,町田市,東京都町田市小山ヶ丘4-6-8,35.605240,139.357910
玉川学園コミュニティセンター,132098,東京都,町田市,東京都町田市玉川学園2-19-12,35.563880,139.462749
南市民センター,132098,東京都,町田市,東京都町田市金森4-5-6,35.523760,139.466766
なるせ駅前市民センター,132098,東京都,町田市,東京都町田市南成瀬1-2-5,35.536816,139.473041
つくし野コミュニティセンター,132098,東京都,町田市,東京都町田市つくし野2-26-5,35.527234,139.484695
成瀬コミュニティセンター,132098,東京都,町田市,東京都町田市西成瀬2-49-1,35.543563,139.472748
鶴川市民センター,132098,東京都,町田市,東京都町田市大蔵町1981-4,35.588904,139.467526
三輪コミュニティセンター,132098,東京都,町田市,東京都町田市三輪緑山4-14-1,35.577168,139.493106
忠生市民センター,132098,東京都,町田市,東京都町田市忠生3-14-2,35.578399,139.416056
木曽森野コミュニティセンター,132098,東京都,町田市,東京都町田市木曽東1-2-Ｂ1,35.555139,139.428664
木曽山崎コミュニティセンター,132098,東京都,町田市,東京都町田市山崎町2160-4,35.568688,139.436594
小山市民センター,132098,東京都,町田市,東京都町田市小山町2507-1,35.597188,139.368966
堺市民センター,132098,東京都,町田市,東京都町田市相原町795-1,35.604343,139.333355
サン町田旭体育館,132098,東京都,町田市,東京都町田市 旭町3-20-60,35.556776,139.447079
南町田グランベリーパーク　パークライフ棟,132098,東京都,町田市,東京都町田市鶴間3-1-1,35.509991,139.469358
市立総合体育館,132098,東京都,町田市,東京都町田市南成瀬5-12,35.535992,139.479241
都立武蔵野公園,132101,東京都,小金井市,東京都小金井市前原町2など,35.690384,139.517611
都立野川公園,132101,東京都,小金井市,東京都調布市野水1など,35.682381,139.526634
国際基督教大学高校,132101,東京都,小金井市,東京都小金井市東町1-1-1,35.689600,139.531062
東京農工大学,132101,東京都,小金井市,東京都小金井市中町2-24-16,35.700029,139.518468
栗山公園,132101,東京都,小金井市,東京都小金井市中町2-21-1,35.697860,139.521301
都立小金井公園,132101,東京都,小金井市,東京都小金井市関野町1など,35.718976,139.520659
東京学芸大学,132101,東京都,小金井市,東京都小金井市貫井北町4-1-1,35.705145,139.493345
多磨霊園,132101,東京都,小金井市,東京都府中市多磨町4-628,35.678207,139.513561
市立小金井第一小学校,132101,東京都,小金井市,東京都小金井市本町1-1-6,35.698400,139.510140
市立小金井第二小学校,132101,東京都,小金井市,東京都小金井市桜町2-3-58,35.710410,139.505490
市立小金井第三小学校,132101,東京都,小金井市,東京都小金井市梶野町5-7-1,35.704520,139.523100
市立小金井第四小学校,132101,東京都,小金井市,東京都小金井市貫井南町3-9-1,35.699830,139.494070
市立東小学校,132101,東京都,小金井市,東京都小金井市東町4-25-6,35.698470,139.526700
市立前原小学校,132101,東京都,小金井市,東京都小金井市前原町3-4-22,35.694120,139.502110
市立本町小学校,132101,東京都,小金井市,東京都小金井市本町5-29-21,35.704250,139.501300
市立緑小学校,132101,東京都,小金井市,東京都小金井市緑町4-15-39,35.708980,139.516250
市立南小学校,132101,東京都,小金井市,東京都小金井市前原町2-2-1,35.691570,139.513440
市立小金井第一中学校,132101,東京都,小金井市,東京都小金井市桜町2-3-15,35.710450,139.503830
市立小金井第二中学校,132101,東京都,小金井市,東京都小金井市中町1-8-25,35.695200,139.511100
市立東中学校,132101,東京都,小金井市,東京都小金井市東町1-5-33,35.690460,139.525090
市立緑中学校,132101,東京都,小金井市,東京都小金井市緑町2-11-47,35.708530,139.519680
市立南中学校,132101,東京都,小金井市,東京都小金井市貫井南町1-26-1,35.690740,139.500350
東京電機大学中学校・高等学校,132101,東京都,小金井市,東京都小金井市梶野町4-8-1,35.706050,139.526060
法政大学緑町グラウンド,132101,東京都,小金井市,東京都小金井市緑町3-11-15,35.709980,139.514670
上水公園運動施設,132101,東京都,小金井市,東京都小金井市桜町2-2-31,35.709380,139.505180
中央大学附属中学校・高等学校,132101,東京都,小金井市,東京都小金井市貫井北町3-22-1,35.709720,139.498030
都立多摩科学技術高等学校,132101,東京都,小金井市,東京都小金井市本町6-8-9,35.700110,139.500430
梶野公園,132101,東京都,小金井市,東京都小金井市梶野町5-10,35.702820,139.526460
中島町公園,132110,東京都,小平市,東京都小平市中島町20,35.730940,139.432543
創価学園第一グラウンド,132110,東京都,小平市,東京都小平市上水新町2-20,35.722353,139.452850
上宿小学校,132110,東京都,小平市,東京都小平市小川町1-327,35.731243,139.441340
小平第十二小学校,132110,東京都,小平市,東京都小平市小川町1-464,35.729282,139.443198
東京都立小平西高校グラウンド,132110,東京都,小平市,東京都小平市小川町1-502,35.726044,139.442370
小平第五中学校,132110,東京都,小平市,東京都小平市小川町1-798,35.727091,139.451347
白梅学園グラウンド,132110,東京都,小平市,東京都小平市小川町1-830,35.725335,139.450939
小平第一小学校,132110,東京都,小平市,東京都小平市小川町1-1082,35.729455,139.462752
小平第十五小学校,132110,東京都,小平市,東京都小平市小川町2-1136,35.726719,139.466943
小平第十三小学校,132110,東京都,小平市,東京都小平市小川西町1-22-1,35.736143,139.453680
職業能力開発総合大学校グラウンド,132110,東京都,小平市,東京都小平市小川西町2-32,35.738609,139.458649
東京障害者職業能力開発校グラウンド,132110,東京都,小平市,東京都小平市小川西町2-34,35.737723,139.459616
小川西町防災広場（小川西グラウンド）,132110,東京都,小平市,東京都小平市小川西町5-8-1,35.734014,139.456197
小平第二中学校,132110,東京都,小平市,東京都小平市小川東町1-17-1,35.736184,139.464060
小平第六小学校,132110,東京都,小平市,東京都小平市小川東町3-1-2,35.735082,139.466368
ブリヂストン南グラウンド,132110,東京都,小平市,東京都小平市小川東町3-3,35.734260,139.469401
小平元気村おがわ東,132110,東京都,小平市,東京都小平市小川東町4-2-1,35.740151,139.474067
萩山公園グラウンド,132110,東京都,小平市,東京都小平市小川東町4-4-1,35.738557,139.477328
小平第四中学校,132110,東京都,小平市,東京都小平市学園西町1-3-1,35.718334,139.478220
一橋大学グラウンド,132110,東京都,小平市,東京都小平市学園西町1-29-1,35.719487,139.474812
小平第四小学校,132110,東京都,小平市,東京都小平市学園西町1-34-1,35.719912,139.471701
小平第十小学校,132110,東京都,小平市,東京都小平市上水本町4-4-1,35.716793,139.473560
東京都立小平南高校グラウンド,132110,東京都,小平市,東京都小平市上水本町6-21-1,35.711671,139.474757
小平第十四小学校,132110,東京都,小平市,東京都小平市仲町33,35.733452,139.480531
東京都立小平高校グラウンド,132110,東京都,小平市,東京都小平市仲町112,35.733558,139.484350
小平第二小学校,132110,東京都,小平市,東京都小平市仲町310,35.727958,139.491305
小平第一中学校,132110,東京都,小平市,東京都小平市仲町506,35.729369,139.485193
学園東小学校,132110,東京都,小平市,東京都小平市学園東町2-15-1,35.725825,139.484739
上水中学校,132110,東京都,小平市,東京都小平市上水南町1-7-1,35.714518,139.481393
情報通信研究機構テストフィールド,132110,東京都,小平市,東京都小平市上水南町4-2,35.710058,139.488306
小平第三小学校,132110,東京都,小平市,東京都小平市回田町118,35.715313,139.492195
天神グラウンド,132110,東京都,小平市,東京都小平市天神町4-12-1,35.728217,139.497468
小平第九小学校,132110,東京都,小平市,東京都小平市鈴木町1-82,35.724767,139.493719
小平第三中学校,132110,東京都,小平市,東京都小平市鈴木町1-311,35.726215,139.501885
小平第八小学校,132110,東京都,小平市,東京都小平市鈴木町1-355,35.720107,139.501571
鈴木小学校,132110,東京都,小平市,東京都小平市鈴木町1-450,35.719168,139.497669
小平第七小学校,132110,東京都,小平市,東京都小平市大沼町1-22-1,35.735222,139.495682
小平第六中学校,132110,東京都,小平市,東京都小平市大沼町6-4-1,35.733483,139.500815
花小金井南中学校,132110,東京都,小平市,東京都小平市花小金井南町1-9-1,35.721596,139.511665
花小金井小学校,132110,東京都,小平市,東京都小平市花小金井1-35-1,35.726285,139.518361
小平第十一小学校,132110,東京都,小平市,東京都小平市花小金井4-16-1,35.737772,139.509156
小平第五小学校,132110,東京都,小平市,東京都小平市花小金井6-24-1,35.728406,139.510150
けやき公園・東京都立小平南高校一帯,132110,東京都,小平市,東京都小平市上水本町6丁目付近,35.711500,139.474743
情報通信研究機構・東京サレジオ学園・東京学芸大学一帯,132110,東京都,小平市,東京都小平市上水南町4丁目付近,35.707787,139.490610
中央公園,132110,東京都,小平市,東京都小平市津田町1-1-1,35.722617,139.462574
小金井カントリー倶楽部,132110,東京都,小平市,東京都小平市御幸町331,35.716063,139.507496
東京都立小金井公園,132110,東京都,小平市,東京都小金井市関野町1-13-1,35.714272,139.519906
東京都立小平霊園,132110,東京都,小平市,東京都東村山市萩山町1-16-1,35.740176,139.484522
日野第一中学校（校庭）,132128,東京都,日野市,東京都日野市日野本町7-7-7,35.680045,139.400534
日野第一小学校（校庭）,132128,東京都,日野市,東京都日野市日野本町2-14-1,35.676897,139.398489
日野第四小学校（校庭）,132128,東京都,日野市,東京都日野市石田430,35.676904,139.417377
仲田小学校（校庭）,132128,東京都,日野市,東京都日野市日野本町6-1-74,35.682407,139.402079
市民の森スポーツ公園,132128,東京都,日野市,東京都日野市日野本町7-12-1,35.680619,139.402649
浅川スポーツ公園,132128,東京都,日野市,東京都日野市万願寺5-3-7,35.667866,139.412989
万願寺中央公園,132128,東京都,日野市,東京都日野市万願寺4-20-12,35.671367,139.413933
都立日野高等学校（校庭一部）,132128,東京都,日野市,東京都日野市石田1-190-1,35.667350,139.424590
駒形公園,132128,東京都,日野市,東京都日野市川辺堀之内先,35.665637,139.402026
日野第二中学校（校庭）,132128,東京都,日野市,東京都日野市多摩平4-5-2,35.665145,139.380032
豊田小学校（校庭）,132128,東京都,日野市,東京都日野市東豊田2-14-1,35.660621,139.389718
日野第五小学校（校庭）,132128,東京都,日野市,東京都日野市多摩平6-21-1,35.670223,139.382666
多摩平の森,132128,東京都,日野市,東京都日野市多摩平4-10,35.666543,139.382730
多摩平第一公園,132128,東京都,日野市,東京都日野市多摩平4-2,35.666613,139.379386
コニカミノルタ日野グラウンド,132128,東京都,日野市,東京都日野市さくら町1,35.667685,139.375159
七生中学校（校庭）,132128,東京都,日野市,東京都日野市南平6-7-1,35.658754,139.393605
南平小学校（校庭）,132128,東京都,日野市,東京都日野市南平4-18-1,35.660250,139.399135
かしまだい地区広場,132128,東京都,日野市,東京都日野市南平1-10-43,35.657486,139.403789
日本野鳥の会WING跡地,132128,東京都,日野市,東京都日野市南平2-35-2,35.654799,139.400027
日野第三中学校（校庭）,132128,東京都,日野市,東京都日野市程久保650,35.649412,139.410988
夢が丘小学校（校庭）,132128,東京都,日野市,東京都日野市程久保1-14-2,35.652679,139.409837
教育センター（高幡台小跡地校庭）,132128,東京都,日野市,東京都日野市程久保550,35.652290,139.411302
明星大学（校庭一部）,132128,東京都,日野市,東京都日野市程久保2-1-1,35.643433,139.407095
百草台コミュニティセンター（百草台小跡地校庭）,132128,東京都,日野市,東京都日野市百草999,35.653843,139.418728
日野第四中学校（校庭）,132128,東京都,日野市,東京都日野市旭が丘2-42,35.661635,139.368818
日野第六小学校（校庭）,132128,東京都,日野市,東京都日野市多摩平3-21,35.664446,139.374395
旭が丘小学校（校庭）,132128,東京都,日野市,東京都日野市旭が丘5-21-1,35.659207,139.360214
東京都立大学日野キャンパス（校庭一部）,132128,東京都,日野市,東京都日野市旭が丘6-6,35.661222,139.365735
旭が丘東公園,132128,東京都,日野市,東京都日野市旭が丘1-18-1,35.656070,139.373229
三沢中学校（校庭）,132128,東京都,日野市,東京都日野市三沢1-17-4,35.659878,139.422955
潤徳小学校（校庭）,132128,東京都,日野市,東京都日野市高幡402,35.664012,139.413905
日野第八小学校（校庭）,132128,東京都,日野市,東京都日野市三沢200,35.661098,139.423753
七生緑小学校（校庭）,132128,東京都,日野市,東京都日野市百草896-1,35.654160,139.422791
高幡不動尊（境内一部）,132128,東京都,日野市,東京都日野市高幡733,35.662087,139.409933
杉野学園グラウンド,132128,東京都,日野市,東京都日野市百草1006,35.646901,139.422438
冲永学園グラウンド,132128,東京都,日野市,東京都日野市百草804-17外,35.648374,139.422648
帝京大学駐車場,132128,東京都,日野市,東京都日野市百草804-17外,35.647919,139.424731
百草台自然公園,132128,東京都,日野市,東京都日野市百草914-85,35.652778,139.421948
大坂上中学校（校庭）,132128,東京都,日野市,東京都日野市大坂上4-17-1,35.673784,139.386360
日野第三小学校（校庭）,132128,東京都,日野市,東京都日野市日野台2-1-1,35.678764,139.384052
日野第七小学校（校庭）,132128,東京都,日野市,東京都日野市神明3-2,35.672448,139.392651
東光寺小学校（校庭）,132128,東京都,日野市,東京都日野市新町3-24-1,35.681900,139.384141
日野中央公園,132128,東京都,日野市,東京都日野市神明2-13-2,35.670635,139.394079
実践女子大学（校庭一部）,132128,東京都,日野市,東京都日野市大坂上4-1-1,35.671396,139.389932
日野自動車（株）総合グラウンド,132128,東京都,日野市,東京都日野市新町5-18,35.682092,139.377533
東光寺グラウンド,132128,東京都,日野市,東京都日野市栄町3-15,35.686676,139.383076
平山中学校（校庭）,132128,東京都,日野市,東京都日野市平山4-21-3,35.651575,139.385588
平山小学校（校庭）,132128,東京都,日野市,東京都日野市平山4-8-6,35.648915,139.385464
滝合小学校（校庭）,132128,東京都,日野市,東京都日野市西平山2-3-1,35.645205,139.372899
平山台健康・市民支援センター（平山台小跡地校庭）,132128,東京都,日野市,東京都日野市平山2-1-1,35.640791,139.387483
八国山緑地,132136,東京都,東村山市,東京都東村山市諏訪町2・3丁目、多摩湖町4丁目,35.768336,139.457044
東村山中央公園,132136,東京都,東村山市,東京都東村山市富士見町5丁目,35.747860,139.459239
小平霊園,132136,東京都,東村山市,東京都東村山市萩山町1-16-1,35.743451,139.485181
化成小学校,132136,東京都,東村山市,東京都東村山市諏訪町1-4-1,35.764754,139.466187
回田小学校,132136,東京都,東村山市,東京都東村山市廻田町3-28-1,35.758928,139.445978
大岱小学校,132136,東京都,東村山市,東京都東村山市恩多町4-17-1,35.756318,139.478073
秋津小学校,132136,東京都,東村山市,東京都東村山市秋津町3-48-1,35.773122,139.482674
八坂小学校,132136,東京都,東村山市,東京都東村山市栄町3-34-1,35.748769,139.465841
萩山小学校,132136,東京都,東村山市,東京都東村山市萩山町4-16-1,35.743381,139.478472
南台小学校,132136,東京都,東村山市,東京都東村山市富士見町1-16-12,35.743901,139.455275
久米川小学校,132136,東京都,東村山市,東京都東村山市久米川町4-11-1,35.762310,139.472401
東萩山小学校,132136,東京都,東村山市,東京都東村山市萩山町5-7-1,35.746107,139.477680
青葉小学校,132136,東京都,東村山市,東京都東村山市青葉町2-33-1,35.764410,139.490206
